pw_number,version,disaster_name,applicant_name,applicant_abbreviation,applicant_type,FEMA_branch,sector,category,pw_description,obligated_date,latest_payment _date,obligated_amount,disbursed_amount,cost_share,project_cost,last_update_date
PA-02-PR-4339-PW-02209,1,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",92876 -MHAT071-MALECON BOARDWALK PASEO DEL CARMEN,02/09/2022,02/20/2020,107640,0,11960,119600,06/20/2023
PA-02-PR-4339-PW-02235,0,Hurricane Maria (4339),Guayanilla,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",81332 - MGYM015 - Playa court ,03/18/2020,04/02/2020,13670,13670,1519,15189,06/20/2023
PA-02-PR-4339-PW-02257,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","76790 - MHAT016-JUAN C. ""TITO RODRIGUEZ"" MUNICIPAL AA S",06/22/2020,,1682696,0,186966,1869662,06/20/2023
PA-02-PR-4339-PW-02257,1,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","76790 - MHAT016-JUAN C. ""TITO RODRIGUEZ"" MUNICIPAL AA S",06/06/2022,,-748419,0,-83158,-831577,06/20/2023
PA-02-PR-4339-PW-02264,0,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",89115 - MCAB006 - Rebekah Colberg Tennis Courts,03/15/2020,09/15/2022,136423,53332,15158,151581,06/20/2023
PA-02-PR-4339-PW-02264,1,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",89115 - MCAB006 - Rebekah Colberg Tennis Courts,04/27/2022,09/15/2022,40297,0,4477,44774,06/20/2023
PA-02-PR-4339-PW-02264,2,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",89115 - MCAB006 - Rebekah Colberg Tennis Courts,08/25/2022,09/15/2022,36609,0,4068,40677,06/20/2023
PA-02-PR-4339-PW-02267,0,Hurricane Maria (4339),Hormigueros,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",95444 - IMPROVED MHOR017 - Wilfredo Toro Coliseum (Tier,08/20/2020,,2102204,0,233578,2335782,06/20/2023
PA-02-PR-4339-PW-02267,1,Hurricane Maria (4339),Hormigueros,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",95444 - IMPROVED MHOR017 - Wilfredo Toro Coliseum (Tier,06/02/2022,,682102,0,75789,757891,06/20/2023
PA-02-PR-4339-PW-02282,0,Hurricane Maria (4339),Utuado,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",72435 - MUTU004 Ramón Cabañas Baseball Stadium,12/21/2020,07/11/2022,2521534,630384,280170,2801704,06/20/2023
PA-02-PR-4339-PW-02285,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92813 - MPON734 - Belgica Roofed Basketball Court,03/25/2020,,234984,0,26109,261093,06/20/2023
PA-02-PR-4339-PW-02295,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",78489 - MORO021- pista athetica- municipal track and fi,12/09/2019,12/22/2019,43266,43266,4807,48073,06/20/2023
PA-02-PR-4339-PW-02313,0,Hurricane Maria (4339),Arroyo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",81543 - MARR-020- Pista De CaminarUrb. Valles de Arroyo,12/12/2019,01/09/2020,3824,3824,425,4249,06/20/2023
PA-02-PR-4339-PW-02314,0,Hurricane Maria (4339),Lajas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",86070 - MLAJ008- Joe Basora Baseball Field,06/22/2020,,335233,0,37248,372481,06/20/2023
PA-02-PR-4339-PW-02314,1,Hurricane Maria (4339),Lajas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",86070 - MLAJ008- Joe Basora Baseball Field,08/17/2021,,240588,0,26732,267320,06/20/2023
PA-02-PR-4339-PW-02319,0,Hurricane Maria (4339),Peñuelas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92520 - MPEN185 - Mariano Quiñones II Complex,04/28/2020,05/13/2020,9866,9866,1096,10962,06/20/2023
PA-02-PR-4339-PW-02321,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",88841 -  MHAT023-BO. AIBONITO WALKING TRACK,01/27/2021,,321383,0,35709,357092,06/20/2023
PA-02-PR-4339-PW-02322,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",91458 - MPON814-Villa del Carmen Recreational Complex,07/12/2021,,873818,0,97091,970909,06/20/2023
PA-02-PR-4339-PW-02328,0,Hurricane Maria (4339),Barranquitas,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",96849 - MBAM046-PARQUE PEQUENAS LIGAS SECTOR LOS LOPE,11/14/2019,12/02/2019,52842,52842,5871,58713,06/20/2023
PA-02-PR-4339-PW-02332,0,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92763 - MVIL056 - Villalba Festival Square,02/10/2020,03/03/2020,9786,9786,1087,10873,06/20/2023
PA-02-PR-4339-PW-02343,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92806 - MGUA047 - Basketball Court - Urb. Villa Rosa,03/10/2020,09/26/2021,29576,0,3286,32862,06/20/2023
PA-02-PR-4339-PW-02343,1,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92806 - MGUA047 - Basketball Court - Urb. Villa Rosa,10/26/2021,09/26/2021,-29576,0,-3286,-32862,06/20/2023
PA-02-PR-4339-PW-02349,0,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92474 - MVIL031 - Camarones and Hatillo Facilities,04/12/2020,12/27/2022,223629,55907,24848,248477,06/20/2023
PA-02-PR-4339-PW-02375,0,Hurricane Maria (4339),Ciales,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",91172 - MCIA046 - Del Hoyo Alberto Rivera Braya Basketb,10/28/2021,12/20/2021,19445,19445,2161,21606,06/20/2023
PA-02-PR-4339-PW-02376,0,Hurricane Maria (4339),Arecibo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",101058 - Cancha Urb. Villa Serena,03/21/2021,03/30/2021,28044,28044,3116,31160,06/20/2023
PA-02-PR-4339-PW-02386,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",88940-MHAT045-BO. POBLACION PASSIVE PARK JAVIER ROSA M,04/26/2020,05/13/2020,64098,64098,7122,71220,06/20/2023
PA-02-PR-4339-PW-02389,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",88933 - MHAT038'SECT PALMA GORDA BASKETBALL COURT,04/26/2020,05/07/2020,21393,21393,2377,23770,06/20/2023
PA-02-PR-4339-PW-02397,0,Hurricane Maria (4339),Coamo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","74261 - MCOA028-Baseketball Court Cuyon, Los Llanos",04/08/2020,04/26/2020,10421,10421,1158,11579,06/20/2023
PA-02-PR-4339-PW-02398,0,Hurricane Maria (4339),Lajas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",90656 - MLAJ010- Lajas Arriba Park Complex,02/17/2020,03/05/2020,86193,86193,9577,95770,06/20/2023
PA-02-PR-4339-PW-02405,0,Hurricane Maria (4339),Peñuelas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92499 - MPEN184-Coto Basketball Court and Communal,07/06/2020,07/16/2020,30512,30512,3390,33902,06/20/2023
PA-02-PR-4339-PW-02411,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",88920 - MHAT033'SECT ALTO EL FUEGO RECREATIONAL AREA,04/28/2020,05/17/2020,11015,11015,1224,12239,06/20/2023
PA-02-PR-4339-PW-02418,0,Hurricane Maria (4339),Trujillo Alto,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",102647 - MTRU048 G12 La Cascada (Water Park),03/05/2020,03/17/2020,58446,58446,6494,64940,06/20/2023
PA-02-PR-4339-PW-02419,0,Hurricane Maria (4339),Peñuelas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92954 - MPEN186 - Seboruco Baseball Park,01/21/2020,01/30/2020,81178,81178,9020,90198,06/20/2023
PA-02-PR-4339-PW-02459,0,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",93692 - MSAN067'Santa Isabel Playita Cortada Indoor Bas,02/23/2020,04/28/2022,10907,15601,1212,12119,06/20/2023
PA-02-PR-4339-PW-02459,1,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",93692 - MSAN067'Santa Isabel Playita Cortada Indoor Bas,06/29/2021,04/28/2022,4694,0,522,5216,06/20/2023
PA-02-PR-4339-PW-02463,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92558 - MSAL048'Salinas Llanos de Providencia Basket,06/30/2020,07/15/2020,32436,32436,3604,36040,06/20/2023
PA-02-PR-4339-PW-02466,0,Hurricane Maria (4339),Arroyo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92287 - MARR-051-Recreational Park San Felipe,04/13/2020,04/28/2020,37539,37539,4171,41710,06/20/2023
PA-02-PR-4339-PW-02480,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",88844 - MHAT024'SECT CARDEC TRACK AND FIELD AND BASEBAL,05/25/2020,06/11/2020,69789,69789,7754,77543,06/20/2023
PA-02-PR-4339-PW-02483,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","92522 -  MHAT062-BO. POBLACION BT MIGUEL DELGADO, COMMU",06/11/2020,06/24/2020,27252,27252,3028,30280,06/20/2023
PA-02-PR-4339-PW-02490,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92966 - MPON720 - Buena Vista (Basketball Court, Recrea",03/26/2020,04/26/2020,5771,5771,641,6412,06/20/2023
PA-02-PR-4339-PW-02491,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","91722 - MHAT056-MINI STADIUM ""FRANCISCO PANCHO DEIDA"" ",06/11/2020,06/24/2020,3535,3535,393,3928,06/20/2023
PA-02-PR-4339-PW-02494,0,Hurricane Maria (4339),Aguas Buenas,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",84222 - MABM069 - Aguas Buenas Damaged Parks and Recrea,05/18/2020,06/02/2020,15600,15600,1733,17333,06/20/2023
PA-02-PR-4339-PW-02497,0,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92458 - (DI Coordinate Change) - MVIL029 - Vacas Facilities,05/10/2020,12/27/2022,725598,181400,80622,806220,06/20/2023
PA-02-PR-4339-PW-02497,3,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92458 - (DI Coordinate Change) - MVIL029 - Vacas Facilities,05/31/2023,12/27/2022,-21972,0,-2441,-24413,06/20/2023
PA-02-PR-4339-PW-02499,0,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92831 - MVIL059 - Recreational Area Hector Papo Díaz,05/07/2020,12/21/2021,424855,87583,47206,472061,06/20/2023
PA-02-PR-4339-PW-02504,0,Hurricane Maria (4339),Patillas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92750 - MPAT034 - Sport Complex (Los Paseo),04/13/2020,05/10/2020,20534,20534,2282,22816,06/20/2023
PA-02-PR-4339-PW-02511,0,Hurricane Maria (4339),Ciales,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",107175 - MCIA094 - Mud Bog Race Track,06/10/2020,06/24/2020,71977,71977,7997,79974,06/20/2023
PA-02-PR-4339-PW-02515,0,Hurricane Maria (4339),Peñuelas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",91648 - MPEN213 - Luis E. Ocasio Basketball Court,07/22/2020,,428392,0,47599,475991,06/20/2023
PA-02-PR-4339-PW-02516,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",105763 - MORO401-Cemetery Park-ORO-FEMA-10034,10/15/2020,11/12/2020,10837,10837,1204,12041,06/20/2023
PA-02-PR-4339-PW-02519,0,Hurricane Maria (4339),Arroyo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",81526 - MARR-010-Old Basketball Court Palmarejo,04/09/2020,04/26/2020,14674,14674,1630,16304,06/20/2023
PA-02-PR-4339-PW-02522,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","91723 - MHAT057-BATTING FIELD ""FRANCISCO PANCHO DEIDA""",06/15/2020,06/28/2020,78142,78142,8682,86824,06/20/2023
PA-02-PR-4339-PW-02525,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",93007 - MGUA061 - Sport Complex -  Ave. Rafael Santiago,02/25/2021,06/15/2023,1515614,378904,168402,1684016,06/20/2023
PA-02-PR-4339-PW-02529,0,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",71207 - MVIL006 Mirador Villalba - Orocovis,05/06/2020,,121375,0,13486,134861,06/20/2023
PA-02-PR-4339-PW-02531,0,Hurricane Maria (4339),Vega Baja,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",78284 - MVBM016-CARLOS ROMAN BRULL BASEBALL FIELD,10/05/2020,11/12/2020,42477,42477,4720,47197,06/20/2023
PA-02-PR-4339-PW-02536,0,Hurricane Maria (4339),Aibonito,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92175 - MAIB048 - Multiple Use Center, Sector Amold",02/09/2020,03/03/2020,110712,110712,12301,123013,06/20/2023
PA-02-PR-4339-PW-02539,0,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",94452 - MSAN106'Santa Isabel Bo. Ollas Indoor Basketbal,06/04/2020,,156050,0,17339,173389,06/20/2023
PA-02-PR-4339-PW-02539,1,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",94452 - MSAN106'Santa Isabel Bo. Ollas Indoor Basketbal,06/29/2021,,97239,0,10804,108043,06/20/2023
PA-02-PR-4339-PW-02539,3,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",94452 - MSAN106'Santa Isabel Bo. Ollas Indoor Basketbal,02/27/2022,,62555,0,6951,69506,06/20/2023
PA-02-PR-4339-PW-02551,0,Hurricane Maria (4339),Corozal,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",93861 -MCOR096 - Magueyes - Basketball Court - Sector T,04/12/2020,04/26/2020,23891,23891,2655,26546,06/20/2023
PA-02-PR-4339-PW-02552,0,Hurricane Maria (4339),Coamo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",99262 - MCOA097-Coamo Baseball Field (El cerro Sector),02/09/2020,03/05/2020,82637,82637,9182,91819,06/20/2023
PA-02-PR-4339-PW-02556,0,Hurricane Maria (4339),Sabana Grande,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",103648 - MSAB037 - Orlando Lopez Avenue,12/02/2019,12/18/2019,24714,24714,2746,27460,06/20/2023
PA-02-PR-4339-PW-02558,0,Hurricane Maria (4339),Isabela,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",55956 - P55956-DR4339PR- Sport Center Nelson Lasalle,09/07/2020,08/30/2022,477725,119431,53081,530806,06/20/2023
PA-02-PR-4339-PW-02562,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",95067 - MORO304-ORO-FEMA-10016-COVERED COURT AREA,06/29/2020,,446415,0,49602,496017,06/20/2023
PA-02-PR-4339-PW-02565,0,Hurricane Maria (4339),Corozal,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","93874 - MCOR106 - Ermita, Bo. Padilla",04/26/2020,05/10/2020,17058,17058,1895,18953,06/20/2023
PA-02-PR-4339-PW-02567,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",95116 - MORO324-ORO-FEMA-10055-COVERED BASKETBALL COURT,04/01/2020,04/22/2020,10039,10039,1115,11154,06/20/2023
PA-02-PR-4339-PW-02569,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",85795 - MORO033 - park / outdoor sports area ORO10012,06/02/2020,06/17/2020,11466,11466,1274,12740,06/20/2023
PA-02-PR-4339-PW-02576,0,Hurricane Maria (4339),Aibonito,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92400 - MAIB054 - Community Center Bo Pasto,03/18/2020,04/05/2020,41287,41287,4587,45874,06/20/2023
PA-02-PR-4339-PW-02578,0,Hurricane Maria (4339),Patillas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92853 -  MPAT063 Patilla's Bronze Sculpture and Mayor's,06/04/2020,06/17/2020,49329,49329,5481,54810,06/20/2023
PA-02-PR-4339-PW-02583,0,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",94423 - MSAN102- Santa Isabel Baseball Park Benito Sant,06/04/2020,,536318,0,59591,595909,06/20/2023
PA-02-PR-4339-PW-02583,1,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",94423 - MSAN102- Santa Isabel Baseball Park Benito Sant,07/08/2021,,30975,0,3442,34417,06/20/2023
PA-02-PR-4339-PW-02598,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",85796 - MORO034 - Covered Basketball court ORO10031,04/06/2020,04/23/2020,6908,6908,768,7676,06/20/2023
PA-02-PR-4339-PW-02599,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92772 - MGUA043 - Guayama Municipal Landfill,03/05/2020,03/17/2020,96612,96612,10735,107347,06/20/2023
PA-02-PR-4339-PW-02600,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",95081 - MORO313-ORO-FEMA-10028-COVERED BASKETBALL COURT,04/08/2020,04/23/2020,94745,94745,10527,105272,06/20/2023
PA-02-PR-4339-PW-02607,0,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92487 - MVIL032 - La Vega Facilities,04/06/2020,04/26/2020,57336,57336,6371,63707,06/20/2023
PA-02-PR-4339-PW-02612,0,Hurricane Maria (4339),Cataño,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",83639 - MCAT017 Marina Bahia Basketball Court,05/20/2021,,666884,0,74098,740982,06/20/2023
PA-02-PR-4339-PW-02612,1,Hurricane Maria (4339),Cataño,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",83639 - MCAT017 Marina Bahia Basketball Court,03/10/2022,,91805,0,10201,102006,06/20/2023
PA-02-PR-4339-PW-02617,0,Hurricane Maria (4339),Moca,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",98874 - MMOC010 - Salon de Actividades José (Tato) Mend,05/27/2020,06/15/2020,42735,42735,4748,47483,06/20/2023
PA-02-PR-4339-PW-02638,0,Hurricane Maria (4339),Comerío,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","76986 - DI Coordinate Change - Donor - MCOM012 - Bambuas, Fraddy, Track Complex ",10/19/2020,,7969264,0,885474,8854738,06/20/2023
PA-02-PR-4339-PW-02638,1,Hurricane Maria (4339),Comerío,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","76986 - DI Coordinate Change - Donor - MCOM012 - Bambuas, Fraddy, Track Complex ",01/23/2022,,-102905,0,-11434,-114339,06/20/2023
PA-02-PR-4339-PW-02638,2,Hurricane Maria (4339),Comerío,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","76986 - DI Coordinate Change - Donor - MCOM012 - Bambuas, Fraddy, Track Complex ",09/05/2022,,-195688,0,-21743,-217431,06/20/2023
PA-02-PR-4339-PW-02640,0,Hurricane Maria (4339),Humacao,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",88115 - MHUM009 Urb. Villa Universitaria Baseball Park,03/05/2020,03/17/2020,23892,23892,2655,26547,06/20/2023
PA-02-PR-4339-PW-02649,0,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",107792 - MCAB036 - Cabo Rojo Fences and Lights,02/05/2020,05/09/2022,15216,23039,1691,16907,06/20/2023
PA-02-PR-4339-PW-02649,1,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",107792 - MCAB036 - Cabo Rojo Fences and Lights,04/27/2022,05/09/2022,7823,0,869,8692,06/20/2023
PA-02-PR-4339-PW-02651,0,Hurricane Maria (4339),Camuy,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",91894 - MCAM037-REMANSO DE PAZ CEMETERY,04/28/2020,05/12/2020,38031,38031,4226,42257,06/20/2023
PA-02-PR-4339-PW-02667,0,Hurricane Maria (4339),Arecibo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others","83227 - MARE017 - Parque de pelota La Plata, Cementerio",04/26/2020,,451473,0,50164,501637,06/20/2023
PA-02-PR-4339-PW-02670,0,Hurricane Maria (4339),Ciales,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",91166 - MCIA041 - Santa Clara & La Cumbre Basketball C,02/06/2020,03/05/2020,33090,33090,3677,36767,06/20/2023
PA-02-PR-4339-PW-02674,0,Hurricane Maria (4339),Camuy,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",91852 - MCAM034-LA PEÑA BASKETBALL COURT,05/10/2020,05/19/2020,61240,61240,6804,68044,06/20/2023
PA-02-PR-4339-PW-02677,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",106892 - MPON799 - El Tuque Roofed Basketball Court,02/27/2020,03/23/2020,42769,42769,4752,47521,06/20/2023
PA-02-PR-4339-PW-02684,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92788 - MGUA045 - Basketball Court - Bo. Olimpo,03/04/2020,03/29/2020,12063,12063,1340,13403,06/20/2023
PA-02-PR-4339-PW-02689,0,Hurricane Maria (4339),Aibonito,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92158 - IMPROVED PROJECT - MAIB044 -Baseball Park,01/16/2020,10/26/2022,803481,483007,89276,892757,06/20/2023
PA-02-PR-4339-PW-02689,1,Hurricane Maria (4339),Aibonito,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92158 - IMPROVED PROJECT - MAIB044 -Baseball Park,05/02/2021,10/26/2022,58478,0,6498,64976,06/20/2023
PA-02-PR-4339-PW-02690,0,Hurricane Maria (4339),Vieques,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",84255 - MVIE057 Basketball Court Villa Hugo-Isla Nena,12/29/2019,07/05/2022,977468,244367,108608,1086076,06/20/2023
PA-02-PR-4339-PW-02694,0,Hurricane Maria (4339),Arecibo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",102917 - Monumento el Pescador,03/07/2021,03/18/2021,11127,11127,1236,12363,06/20/2023
PA-02-PR-4339-PW-02703,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",91456 - MPON816-Frankie Colon Alers Sports Complex,07/12/2021,,811496,0,90166,901662,06/20/2023
PA-02-PR-4339-PW-02705,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",95100 - MORO323-ORO-FEMA-10048-RECREATION FACILITY,12/01/2020,01/18/2021,38548,38548,4283,42831,06/20/2023
PA-02-PR-4339-PW-02707,0,Hurricane Maria (4339),Arecibo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",84012 - MARE020 - Baseball Park Victor Rojas ,01/20/2020,01/29/2020,41086,41086,4565,45651,06/20/2023
PA-02-PR-4339-PW-02711,0,Hurricane Maria (4339),Patillas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92904 - MPAT066 Patilla's Municipal Cemetery,04/20/2020,05/07/2020,91734,91734,10193,101927,06/20/2023
PA-02-PR-4339-PW-02711,1,Hurricane Maria (4339),Patillas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92904 - MPAT066 Patilla's Municipal Cemetery,09/24/2020,05/07/2020,26084,0,2898,28982,06/20/2023
PA-02-PR-4339-PW-02715,0,Hurricane Maria (4339),Patillas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92807 - MPAT060 The Basketball Court of Valles de Patil,04/16/2020,05/10/2020,32509,32509,3612,36121,06/20/2023
PA-02-PR-4339-PW-02718,0,Hurricane Maria (4339),Camuy,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",91846 - MCAM032-PUERTOS RECREATIONAL AREA,10/19/2020,11/03/2020,37183,37183,4131,41314,06/20/2023
PA-02-PR-4339-PW-02722,0,Hurricane Maria (4339),San Juan,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",103443 - MSJM171 Jájome street Passive Park and basketb,07/06/2020,07/27/2020,35039,35039,3893,38932,06/20/2023
PA-02-PR-4339-PW-02725,0,Hurricane Maria (4339),Corozal,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",93870 - MCOR105 - Basketball Court (Aldea Sostre),12/29/2019,01/14/2020,18723,18723,2080,20803,06/20/2023
PA-02-PR-4339-PW-02730,0,Hurricane Maria (4339),Patillas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92756 - MPAT036 - Skate Park - Los Proceres,04/15/2020,05/10/2020,22051,22051,2450,24501,06/20/2023
