pw_number,version,disaster_name,applicant_name,applicant_abbreviation,applicant_type,FEMA_branch,sector,category,pw_description,obligated_date,latest_payment _date,obligated_amount,disbursed_amount,cost_share,project_cost,last_update_date
PA-02-PR-4339-PW-01394,0,Hurricane Maria (4339),Vieques,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",64251 - MVIE038 - Vieques Esperanza Beach,12/02/2019,02/06/2020,33757,33757,3751,37508,06/20/2023
PA-02-PR-4339-PW-01394,1,Hurricane Maria (4339),Vieques,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",64251 - MVIE038 - Vieques Esperanza Beach,06/05/2023,02/06/2020,924230,0,102692,1026922,06/20/2023
PA-02-PR-4339-PW-01422,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",69604 - Recipient 2 / Fund Sharing Salinas - Baseball P,04/22/2020,06/13/2023,347005,201150,38556,385561,06/20/2023
PA-02-PR-4339-PW-01422,2,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",69604 - Recipient 2 / Fund Sharing Salinas - Baseball P,01/29/2023,06/13/2023,90000,0,10000,100000,06/20/2023
PA-02-PR-4339-PW-01424,0,Hurricane Maria (4339),Hormigueros,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",84980 - MHOR007-Basketball Court Verdum,06/11/2019,07/19/2022,79199,64240,8800,87999,06/20/2023
PA-02-PR-4339-PW-01424,1,Hurricane Maria (4339),Hormigueros,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",84980 - MHOR007-Basketball Court Verdum,09/05/2022,07/19/2022,-14959,0,-1662,-16621,06/20/2023
PA-02-PR-4339-PW-01440,0,Hurricane Maria (4339),Toa Baja,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",82854 - MTBM029 Basketball Court Villa Marisol Toa Baja,06/25/2019,05/02/2022,720,20163,80,800,06/20/2023
PA-02-PR-4339-PW-01440,1,Hurricane Maria (4339),Toa Baja,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",82854 - MTBM029 Basketball Court Villa Marisol Toa Baja,07/11/2021,05/02/2022,19443,0,2160,21603,06/20/2023
PA-02-PR-4339-PW-01445,0,Hurricane Maria (4339),Toa Baja,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",85033 - MTBM122 Flamboyan (Media Basketball Court),06/25/2019,07/02/2019,6970,6970,774,7744,06/20/2023
PA-02-PR-4339-PW-01455,0,Hurricane Maria (4339),Cataño,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",84739 - MCAT019 Plaza Recreo (Public Plaza),10/21/2019,03/20/2022,44384,58439,4932,49316,06/20/2023
PA-02-PR-4339-PW-01455,1,Hurricane Maria (4339),Cataño,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",84739 - MCAT019 Plaza Recreo (Public Plaza),03/10/2022,03/20/2022,14055,0,1562,15617,06/20/2023
PA-02-PR-4339-PW-01462,0,Hurricane Maria (4339),Toa Baja,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",85059 - MTBM181 Parque Pasivo (Urb. Altagracia Park),06/19/2019,07/02/2019,52093,52093,5788,57881,06/20/2023
PA-02-PR-4339-PW-01466,0,Hurricane Maria (4339),Toa Baja,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",98218 - MTBM044 Baseball Fields,05/17/2021,,5767618,0,640846,6408464,06/20/2023
PA-02-PR-4339-PW-01468,0,Hurricane Maria (4339),Toa Baja,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",85064-MTBM099 Parque Pasivo Urb Lagos de Plata(Park Urb,11/14/2019,12/02/2019,17977,17977,1997,19974,06/20/2023
PA-02-PR-4339-PW-01489,0,Hurricane Maria (4339),Culebra,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",67838 - MCUL004 - Green Light Bundle,07/27/2020,06/01/2023,399941,322361,44438,444379,06/20/2023
PA-02-PR-4339-PW-01492,0,Hurricane Maria (4339),Cataño,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",54119 - MCAT009 Coliseum Cosme Beitia Salamo,10/28/2020,06/28/2022,1575679,1011895,175075,1750754,06/20/2023
PA-02-PR-4339-PW-01492,1,Hurricane Maria (4339),Cataño,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",54119 - MCAT009 Coliseum Cosme Beitia Salamo,03/30/2022,06/28/2022,2471900,0,274656,2746556,06/20/2023
PA-02-PR-4339-PW-01494,0,Hurricane Maria (4339),Vieques,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",67595 - (DI Coordinate Change) - MVIE007 - Fishermans Pier,05/05/2021,07/05/2022,834636,208659,92737,927373,06/20/2023
PA-02-PR-4339-PW-01501,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",69302 - MPON840 - Enrique González Passive Park,04/01/2021,,2203985,0,244887,2448872,06/20/2023
PA-02-PR-4339-PW-01504,0,Hurricane Maria (4339),Sabana Grande,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",68510 - MSAB002 - Recreational and Water Park,08/27/2020,09/20/2020,30411,30411,3379,33790,06/20/2023
PA-02-PR-4339-PW-01509,0,Hurricane Maria (4339),Canóvanas, ,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",67740 - Improved Project - MCAN181-Priority Sports Faci,06/10/2020,04/12/2022,1475267,604896,163919,1639186,06/20/2023
PA-02-PR-4339-PW-01509,1,Hurricane Maria (4339),Canóvanas, ,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",67740 - Improved Project - MCAN181-Priority Sports Faci,03/09/2022,04/12/2022,957287,0,106365,1063652,06/20/2023
PA-02-PR-4339-PW-01509,2,Hurricane Maria (4339),Canóvanas, ,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",67740 - Improved Project - MCAN181-Priority Sports Faci,03/15/2022,04/12/2022,0,0,0,0,06/20/2023
PA-02-PR-4339-PW-01509,3,Hurricane Maria (4339),Canóvanas, ,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",67740 - Improved Project - MCAN181-Priority Sports Faci,10/04/2022,04/12/2022,436430,0,48492,484922,06/20/2023
PA-02-PR-4339-PW-01510,0,Hurricane Maria (4339),Canóvanas, ,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",88110 - [Improved] MCAN157- Cubuy Basketball Court,06/18/2020,06/21/2022,586599,403829,65178,651777,06/20/2023
PA-02-PR-4339-PW-01526,0,Hurricane Maria (4339),Culebra,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",66329 - MCUL003 - Permits and Studies,07/29/2021,,1062722,0,118080,1180802,06/20/2023
PA-02-PR-4339-PW-01553,0,Hurricane Maria (4339),San Juan,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",88411 - MSJM203 Cupey Track Sports Complex,06/30/2020,,303161,0,33685,336846,06/20/2023
PA-02-PR-4339-PW-01560,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",81844 - MPON835- Valle Alto Baseball Park,03/05/2020,03/29/2020,52245,52245,5805,58050,06/20/2023
PA-02-PR-4339-PW-01574,0,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","76536 - IMPROVED MSAN009'Santa Isabel Baseball Park ""Lu",08/27/2020,04/09/2023,786275,464302,87364,873639,06/20/2023
PA-02-PR-4339-PW-01574,1,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","76536 - IMPROVED MSAN009'Santa Isabel Baseball Park ""Lu",06/29/2021,04/09/2023,140791,0,15643,156434,06/20/2023
PA-02-PR-4339-PW-01574,2,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","76536 - IMPROVED MSAN009'Santa Isabel Baseball Park ""Lu",04/19/2023,04/09/2023,1530000,0,170000,1700000,06/20/2023
PA-02-PR-4339-PW-01582,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",87678 - MPON828-Jardines Del Caribe I Baseball Park,02/03/2020,02/20/2020,29437,29437,3271,32708,06/20/2023
PA-02-PR-4339-PW-01596,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",83420 - MPON838- Starlight Baseball Park,02/03/2020,02/20/2020,23108,23108,2568,25676,06/20/2023
PA-02-PR-4339-PW-01605,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",78480 - MORO019- municipal baseball stadium- oro10006,08/26/2019,09/05/2019,69134,69134,7682,76816,06/20/2023
PA-02-PR-4339-PW-01616,0,Hurricane Maria (4339),Sabana Grande,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",83183 - MSAB007 - Orlando Lopez Recreational Park,01/13/2020,,2082439,0,231382,2313821,06/20/2023
PA-02-PR-4339-PW-01621,0,Hurricane Maria (4339),Hormigueros,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",81292 - MHOR004-Municipal Community Centers and Public,09/15/2020,07/07/2022,114567,98995,12730,127297,06/20/2023
PA-02-PR-4339-PW-01621,2,Hurricane Maria (4339),Hormigueros,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",81292 - MHOR004-Municipal Community Centers and Public,06/30/2022,07/07/2022,-15571,0,-1730,-17301,06/20/2023
PA-02-PR-4339-PW-01627,0,Hurricane Maria (4339),Vega Baja,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",78297 - MVBM018'SKATE PARK II,10/21/2019,10/30/2019,9707,9707,1079,10786,06/20/2023
PA-02-PR-4339-PW-01641,1,Hurricane Maria (4339),Arroyo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",82543 - MARR009- Cancha Vieja Barrio Palmas,07/16/2020,09/09/2020,14283,14283,1587,15870,06/20/2023
PA-02-PR-4339-PW-01646,0,Hurricane Maria (4339),Jayuya,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",86800 - Improved Project- MJAY031 - Basketball Court -,12/09/2019,12/22/2019,58322,58322,6480,64802,06/20/2023
PA-02-PR-4339-PW-01669,0,Hurricane Maria (4339),Cataño,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",85141- MCAT020 Cancha de Baloncesto Andrades,06/04/2020,06/17/2020,4722,4722,525,5247,06/20/2023
PA-02-PR-4339-PW-01673,0,Hurricane Maria (4339),Aguada,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",73098 - 73098 - MAGM010 - Pista Atlética,04/28/2022,05/09/2022,50702,50702,5634,56336,06/20/2023
PA-02-PR-4339-PW-01676,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",86703 - Improved Project - Salinas - BASEBALL PARK SABA,04/12/2020,05/18/2023,905662,447740,100629,1006291,06/20/2023
PA-02-PR-4339-PW-01677,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",65671 - 65671 - MHAT015-FOUR BASEBALL FIELDS (169725+17,10/01/2020,,418389,0,46488,464877,06/20/2023
PA-02-PR-4339-PW-01678,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","82795 - MPON831'Starlight (Recreational Area, Basketba",02/23/2020,03/16/2020,58627,58627,6514,65141,06/20/2023
PA-02-PR-4339-PW-01685,0,Hurricane Maria (4339),Sabana Grande,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",84563 - MSAB008 - Angel Mercado Basketball Park ,08/06/2020,,555740,0,61749,617489,06/20/2023
PA-02-PR-4339-PW-01689,0,Hurricane Maria (4339),Villalba,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",75772 - MVIL007 Stadium Herminio Cintron,06/14/2021,04/20/2023,4648484,329844,516498,5164982,06/20/2023
PA-02-PR-4339-PW-01704,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",82591 - MPON832- Hacienda del Monte Recreational Area,03/22/2020,,233410,0,25934,259344,06/20/2023
PA-02-PR-4339-PW-01705,0,Hurricane Maria (4339),Aguadilla,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",51526 - MAGU005 - Aguadilla Landfill,07/29/2019,,129623,0,14403,144026,06/20/2023
PA-02-PR-4339-PW-01707,0,Hurricane Maria (4339),Rincón,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",74176 - MRIN006 - Rincon Lighthouse (RING008),01/28/2020,02/06/2020,20768,20768,2308,23076,06/20/2023
PA-02-PR-4339-PW-01709,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",89612 - MPON822 - Fullana Basketball Court and Recreati,04/06/2020,04/26/2020,17645,17645,1961,19606,06/20/2023
PA-02-PR-4339-PW-01715,0,Hurricane Maria (4339),Bayamón,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",82397 - MBAY031 Soccer Complex I & II,08/13/2020,01/27/2022,3757702,3272099,417522,4175224,06/20/2023
PA-02-PR-4339-PW-01722,0,Hurricane Maria (4339),Salinas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",93208 - MSAL096- Salinas Parque Pelota Parcelas Vazquez,03/03/2021,03/18/2021,51073,51073,5675,56748,06/20/2023
PA-02-PR-4339-PW-01723,0,Hurricane Maria (4339),Juncos,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",80539 - MJUN013- Retaining Wall Algarin Street,08/03/2020,,243689,0,27077,270766,06/20/2023
PA-02-PR-4339-PW-01727,0,Hurricane Maria (4339),Aguadilla,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",83163 - MAGU007-Canena Marquez Stadium and Adjacent Par,12/14/2020,,576596,0,64066,640662,06/20/2023
PA-02-PR-4339-PW-01733,0,Hurricane Maria (4339),Rincón,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",80512 - MRIN005 - La Amistad Plaza,01/28/2020,02/06/2020,75309,75309,8368,83677,06/20/2023
PA-02-PR-4339-PW-01736,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","92265 - MPON763 - Glenview Gardens (Running Track, Recr",02/09/2020,03/05/2020,33913,33913,3768,37681,06/20/2023
PA-02-PR-4339-PW-01746,0,Hurricane Maria (4339),Hatillo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",92861 - MHAT069-BASEBALL FIELD DELIO M RUIZ,12/25/2019,01/14/2020,73419,73419,8158,81577,06/20/2023
PA-02-PR-4339-PW-01747,0,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",77343 - MJUA 013 - BASEBALL PARK RAUL TORRES,02/24/2020,02/23/2023,4922407,225855,546934,5469341,06/20/2023
PA-02-PR-4339-PW-01747,1,Hurricane Maria (4339),Juana Díaz,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",77343 - MJUA 013 - BASEBALL PARK RAUL TORRES,01/13/2022,02/23/2023,4885,0,543,5428,06/20/2023
PA-02-PR-4339-PW-01749,0,Hurricane Maria (4339),Peñuelas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","80610 - MPEN198 - Penuelas Entrance/Exit Murals, Commun",06/30/2020,07/13/2020,32615,32615,3624,36239,06/20/2023
PA-02-PR-4339-PW-01758,0,Hurricane Maria (4339),Sabana Grande,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",95770 - MSAB025 - Bo. Rincon Facilities ,12/02/2019,12/18/2019,33718,33718,3746,37464,06/20/2023
PA-02-PR-4339-PW-01761,0,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",95648 - MCAB018 - Betances Baseball Park,05/03/2021,05/09/2022,15035,36052,1671,16706,06/20/2023
PA-02-PR-4339-PW-01761,1,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",95648 - MCAB018 - Betances Baseball Park,04/27/2022,05/09/2022,21017,0,2335,23352,06/20/2023
PA-02-PR-4339-PW-01769,0,Hurricane Maria (4339),San Germán,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",91937 MSAN017 - Basketball Court Rosario Alto,11/05/2019,12/02/2019,8039,8039,893,8932,06/20/2023
PA-02-PR-4339-PW-01774,0,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",88759 - MCAB015 - Betances Basketball Court,10/07/2020,11/01/2020,13452,13452,1495,14947,06/20/2023
PA-02-PR-4339-PW-01789,0,Hurricane Maria (4339),Maricao,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",86238 - MMAR007 - Cancha de la Carmen Montoso,10/05/2020,05/08/2023,74744,89295,8305,83049,06/20/2023
PA-02-PR-4339-PW-01789,1,Hurricane Maria (4339),Maricao,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",86238 - MMAR007 - Cancha de la Carmen Montoso,04/18/2023,05/08/2023,14551,0,1617,16168,06/20/2023
PA-02-PR-4339-PW-01793,0,Hurricane Maria (4339),Arecibo,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",88394 - MARE088- PANCHO PADILLA BASKETBALL COURT,09/26/2019,07/06/2022,179773,44943,19975,199748,06/20/2023
PA-02-PR-4339-PW-01795,0,Hurricane Maria (4339),Hormigueros,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",85385 - Improved Project - MHOR008 - Julio Rivera Lopez,12/03/2020,03/13/2023,31830,44806,3537,35367,06/20/2023
PA-02-PR-4339-PW-01795,1,Hurricane Maria (4339),Hormigueros,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",85385 - Improved Project - MHOR008 - Julio Rivera Lopez,06/02/2022,03/13/2023,14960,0,1662,16622,06/20/2023
PA-02-PR-4339-PW-01795,3,Hurricane Maria (4339),Hormigueros,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",85385 - Improved Project - MHOR008 - Julio Rivera Lopez,04/11/2023,03/13/2023,-1985,0,-221,-2206,06/20/2023
PA-02-PR-4339-PW-01814,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92337 - MPON756 - Fagot Ward Soccer Field,03/25/2020,,231625,0,25736,257361,06/20/2023
PA-02-PR-4339-PW-01822,0,Hurricane Maria (4339),Trujillo Alto,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",88407 - MTRU024 G5 Plaza del Mercado (Market Plaza) ,06/11/2020,06/28/2020,36971,36971,4108,41079,06/20/2023
PA-02-PR-4339-PW-01840,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92901 - MGUA053 - Tennis Court - Ave. Rafael Santiago S,06/15/2020,06/28/2020,15369,15369,1708,17077,06/20/2023
PA-02-PR-4339-PW-01844,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92799 - MGUA046 - Basketball Court - Urb. Algarrobos,05/25/2020,,416240,0,46249,462489,06/20/2023
PA-02-PR-4339-PW-01844,1,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92799 - MGUA046 - Basketball Court - Urb. Algarrobos,04/22/2021,,-416240,0,-46249,-462489,06/20/2023
PA-02-PR-4339-PW-01848,0,Hurricane Maria (4339),Maricao,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",94380 - MMAR011 - Cancha Indiera Alta,06/22/2020,07/13/2020,24692,24692,2744,27436,06/20/2023
PA-02-PR-4339-PW-01848,1,Hurricane Maria (4339),Maricao,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",94380 - MMAR011 - Cancha Indiera Alta,05/29/2023,07/13/2020,109417,0,12157,121574,06/20/2023
PA-02-PR-4339-PW-01852,0,Hurricane Maria (4339),Vega Baja,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",65197 - MVBM005- LOS PESCADORES,09/26/2019,10/17/2019,32667,32667,3630,36297,06/20/2023
PA-02-PR-4339-PW-01856,0,Hurricane Maria (4339),Toa Alta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",87023 - Improved - MTAM025 Cancha Villa Matilde,08/16/2020,,315539,0,35060,350599,06/20/2023
PA-02-PR-4339-PW-01864,0,Hurricane Maria (4339),Toa Alta,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",87027 - MTAM028 Cancha de los Dominicos,12/18/2019,01/14/2020,70076,70076,7786,77862,06/20/2023
PA-02-PR-4339-PW-01875,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92752 - MGUA040 - Basketball Court - Bo. Branderi,05/25/2020,06/11/2020,23636,23636,2626,26262,06/20/2023
PA-02-PR-4339-PW-01878,0,Hurricane Maria (4339),Cidra,,Municipality,Branch III - East,Municipalities,"Category G - Parks, Recreational, Others",54442 - (DI Coordinate Change) MCID023 - Little League Baseball Park (25),07/09/2020,,1293575,0,143731,1437306,06/20/2023
PA-02-PR-4339-PW-01881,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92894 - MGUA051 - Baseball Park - Urb. Jardines de Guam,06/24/2020,,294273,0,32697,326970,06/20/2023
PA-02-PR-4339-PW-01881,1,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92894 - MGUA051 - Baseball Park - Urb. Jardines de Guam,05/10/2021,,-294273,0,-32697,-326970,06/20/2023
PA-02-PR-4339-PW-01889,0,Hurricane Maria (4339),Arroyo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",89965 - MARR-030- Paseo Artesanal,05/26/2020,04/24/2023,217805,54451,24201,242006,06/20/2023
PA-02-PR-4339-PW-01892,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",74030 - MORO010-municipal cemetaries oro -10033,11/14/2019,12/18/2019,41989,41989,4665,46654,06/20/2023
PA-02-PR-4339-PW-01904,0,Hurricane Maria (4339),Arroyo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",81541 - MARR-019- Parque Pasivo URB. Miramar 1,02/19/2020,03/16/2020,9589,9589,1065,10654,06/20/2023
PA-02-PR-4339-PW-01906,0,Hurricane Maria (4339),Mayagüez,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",88412 - MMAY008-PARQUE INFANTIL DEL NUEVO MILENIO,01/31/2021,,665392,0,73933,739325,06/20/2023
PA-02-PR-4339-PW-01912,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92909 - MGUA054 - Tennis Court - Urb. Vista del Sol,02/09/2020,03/05/2020,33742,33742,3749,37491,06/20/2023
PA-02-PR-4339-PW-01923,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",87673 - MPON829-Jardines Del Caribe I Basketball Roofed,04/01/2020,04/26/2020,13829,13829,1537,15366,06/20/2023
PA-02-PR-4339-PW-01924,0,Hurricane Maria (4339),Ponce,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",93545 - MPON471- Jardines del Caribe III Recreational A,03/25/2020,04/26/2020,8422,8422,936,9358,06/20/2023
PA-02-PR-4339-PW-01927,0,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",96555 - Outdoor Basketball Court and Playgroud Luis Muñ,02/03/2020,02/20/2020,35753,35753,3973,39726,06/20/2023
PA-02-PR-4339-PW-01938,0,Hurricane Maria (4339),Peñuelas,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",82867 - MPEN208 - Old Municipal Cemetery,07/27/2020,08/10/2020,9010,9010,1001,10011,06/20/2023
PA-02-PR-4339-PW-01942,0,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",87705 - MCAB007-Puerto Real Basketball Court,07/26/2020,08/10/2020,13001,13001,1445,14446,06/20/2023
PA-02-PR-4339-PW-01942,1,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",87705 - MCAB007-Puerto Real Basketball Court,04/27/2022,08/10/2020,150424,0,16714,167138,06/20/2023
PA-02-PR-4339-PW-01942,2,Hurricane Maria (4339),Cabo Rojo, ,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",87705 - MCAB007-Puerto Real Basketball Court,05/18/2023,08/10/2020,171486,0,19054,190540,06/20/2023
PA-02-PR-4339-PW-01954,0,Hurricane Maria (4339),Arroyo,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",77121 MARR-003- Complejo Deportivo Vicente Borras,01/16/2020,06/01/2023,2879621,1155499,319958,3199579,06/20/2023
PA-02-PR-4339-PW-01957,0,Hurricane Maria (4339),Añasco,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",88714 - MANA006-Estadio Francisco Pagan,02/17/2020,,220318,0,24480,244798,06/20/2023
PA-02-PR-4339-PW-01957,1,Hurricane Maria (4339),Añasco,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",88714 - MANA006-Estadio Francisco Pagan,11/22/2021,,290556,0,32284,322840,06/20/2023
PA-02-PR-4339-PW-01959,0,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","93697 - MSAN069'Santa Isabel Luis ""Indio"" Rodríguez Ind",05/14/2020,05/02/2022,19956,34008,2217,22173,06/20/2023
PA-02-PR-4339-PW-01959,1,Hurricane Maria (4339),Santa Isabel,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others","93697 - MSAN069'Santa Isabel Luis ""Indio"" Rodríguez Ind",06/29/2021,05/02/2022,14052,0,1561,15613,06/20/2023
PA-02-PR-4339-PW-01960,0,Hurricane Maria (4339),Guayama,,Municipality,Branch IV - South,Municipalities,"Category G - Parks, Recreational, Others",92734 - MGUA037 - Baseball Park - Bo. Pozuelo,09/28/2020,10/14/2020,24380,24380,2709,27089,06/20/2023
PA-02-PR-4339-PW-01981,0,Hurricane Maria (4339),Orocovis,,Municipality,Branch II - North,Municipalities,"Category G - Parks, Recreational, Others",85804 - MORO037 - Covered Basketball Court ORO10044,05/20/2020,06/09/2020,16035,16035,1782,17817,06/20/2023
